height,weight
177.48357076505616,76.62041984697397
174.3086784941441,73.07458859791842
178.23844269050346,71.6153899984702
182.61514928204014,78.05838144420434
173.82923312638331,80.15499761247976
173.8293152152541,79.65640059558099
182.89606407753695,70.80391238388681
178.83717364576455,73.45393812074393
172.65262807032525,76.65631715701782
177.7128002179298,79.8777256356118
172.68291153593768,72.60412881077355
172.6713512321487,74.07170511668092
176.20981135783018,69.46832512996986
165.43359877671102,69.01896687959665
166.37541083743483,79.06262911197099
172.18856235379513,81.78120014285412
169.93584439832787,74.63994939209833
176.57123666297636,80.01766448946012
170.45987962239394,76.80818012523817
167.93848149332354,71.77440122697438
182.32824384460778,76.80697802754207
173.87111849756732,82.69018283232984
175.33764102343963,74.82086980445024
167.8762590689327,82.82321827907003
172.27808637737408,61.901274479551276
175.55461294854933,79.10951252187611
169.24503211288848,75.43523534119086
176.87849009172837,73.50496324767066
171.99680655040598,75.45880388267751
173.5415312510336,65.06215542699553
171.99146693885302,73.90164056081244
184.26139092254468,76.78556285755873
174.93251387631034,82.38947022370758
169.7114453552205,72.40864890863176
179.11272456051594,70.95753198553406
168.8957817501449,72.49121478207732
176.04431797502377,79.57701058851038
165.2016493806011,76.64375554829843
168.35906975550785,72.3511989811648
175.98430617934562,77.56633716556678
178.69233289997706,75.4853877467402
175.85684140594987,79.84322495266444
174.4217585880588,71.48973453061323
173.49448152205355,73.36168926701116
167.60739004816287,73.0394592343392
171.40077895802645,67.68242525933941
172.69680614520107,76.48060138532288
180.28561113109458,76.30527636089944
176.7180914478423,75.02556728321231
166.18479922318633,73.82706433312427
152.92314628974793,56.252464251729386
157.8967733861732,56.73224104748488
158.28642741736616,51.59987639210755
155.98861365389192,56.16126848580502
159.19357144166995,56.46536236649341
162.02025428407268,51.42824290986816
169.43092950605265,64.32887255572378
160.87288906415918,57.36916460455894
161.28775195361382,49.04348251398676
159.62777042116917,58.28276804316915
150.4061439235048,50.126591648863396
159.86743062275391,58.93542301871226
160.30115104970514,60.79297789503702
172.31621056242642,50.89658840824145
159.03819517609438,59.816880646221605
161.50773671166806,57.063904634682494
159.82644115147377,59.11030079997245
154.15660981190234,64.48396491326974
165.71411407257511,53.77305941998565
163.75966516343388,51.23131917821255
163.95515973521523,50.55242785187238
155.4530627260263,50.92094857517281
167.0139715546805,54.61449145292948
152.9907446860386,56.70575987408322
162.93428546900134,56.3834539966501
170.9522781290499,59.13591624518012
155.04731837434656,55.065009459389536
157.16851135198613,62.26767038578659
160.4982568254382,53.67671583381022
157.482621729419,68.6008458329481
152.24668284466935,58.128336738825034
160.34281487403013,50.714212217918586
154.68848143136947,49.645537509694435
162.3679621531759,57.41236207621593
155.40287882883098,53.88268607337075
167.7496720250877,58.57000247046046
156.08373353831882,57.366188122867726
158.38969241897163,54.63585543671564
164.06758608684834,50.76603140965798
153.84567841783021,47.42576387657068
161.13729967302064,52.767425239664895
166.53571377141213,59.28199397161736
151.96258382719387,56.07046872065102
160.92316929266153,48.77130610644006
161.29941397124213,55.86590462925591
163.90911435888654,56.92658689864418
153.8152464456096,50.580712818994336
153.39771693457863,55.768625529727636
162.60970782808448,55.29104359223
161.48492336616593,49.28514851084688
141.78893680174141,33.69558022832477
142.80392263184117,44.58930973527388
145.41525621587638,50.610780985063165
145.26901026017453,45.16232630275574
133.11165316021453,32.403150170229935
135.3108748004244,37.57882963566874
142.57517633604328,46.334555745933116
142.56892975456105,36.461652671906094
142.57523843153024,42.219097140731144
159.2636574532736,43.87317026714668
142.85445255346585,35.36534764210958
145.677828200903,39.702373219691
144.77000881746602,23.793663299654636
143.25695625652898,34.87806179332855
138.42365377679826,38.7371592430342
143.79484610246635,33.76108409017575
136.13587392731213,48.16205651965818
138.81590696629996,32.84929311019684
137.57318226085448,37.79977756651508
140.4093706969316,40.65370288643046
151.57329283336753,47.20636644533058
130.66367403704126,32.8206892441028
143.43130095187257,45.815818760774796
131.93642064405174,40.05116530509793
137.64034067105283,35.09245674476024
145.44475298483684,42.31051737131635
140.32140009547732,40.99529847786735
134.61127611035346,36.99891561420603
136.42348145370016,40.349010424950094
143.39798874467337,38.073432015691196
136.34816684141433,40.56758672625624
141.08229294790988,43.31065337260523
140.22785919951906,47.93008408072676
136.7419982619709,33.810922505865754
150.71972044662664,50.665166873281336
143.16959511159007,30.23956100238749
129.87428706671196,39.24107452482208
140.93227157384715,42.94158603242288
136.69106767615807,41.40495933867516
144.2621666739811,36.88650240089703
136.0373963078365,38.95938874821363
139.42631779266551,37.53499532670584
142.52493639490228,37.053176215278945
144.32877597085061,44.24801048510513
133.99851796472112,41.785077429825236
138.32749382079527,36.53545202369673
137.62527344419522,44.49799937716625
136.73335383713143,41.536497604383044
148.8272712014055,44.0643105941948
142.02490855480477,43.14814420961806
